Plate2;mat;Line;generation;plate;Image;Area
2489 a anc. Rep1;a;anc.;G0;Rep1;20210514-181907-755;7,382
2489 a anc. Rep1;a;anc.;G0;Rep1;20210514-181907-755;5,424
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182043-975;3,699
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182043-975;3,604
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182043-975;3,433
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182043-975;4,33
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182043-975;4,767
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182043-975;3,636
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182043-975;5,562
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182147-312;3,369
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182147-312;5,474
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182147-312;4,654
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182147-312;6,343
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182315-232;3,678
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182315-232;6,64
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182315-232;6,001
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182315-232;7,133
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182315-232;3,983
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182315-232;4,453
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182315-232;1,571
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182425-12;6,109
2489 A anc. Rep4;A;anc.;G0;Rep4;20210514-182425-12;6,369
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182553-798;3,789
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182553-798;5,014
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182553-798;6,418
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182553-798;4,633
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182553-798;1,961
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182717-129;5,142
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182717-129;5,519
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182717-129;5,399
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182817-199;9,436
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182817-199;5,114
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182817-199;5,049
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182817-199;4,524
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182906-523;4,235
2489 A anc. Rep3;A;anc.;G0;Rep3;20210514-182906-523;4,625
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183025-862;5,371
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183025-862;3,245
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183025-862;4,604
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183025-862;4,162
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183025-862;3,501
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183025-862;6,161
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183025-862;6,525
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183140-281;4,717
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183140-281;3,523
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183140-281;3,14
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183140-281;3,055
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183140-281;9,064
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183245-882;2
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183245-882;3,57
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183245-882;3,437
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183245-882;3,545
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183245-882;3,688
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183245-882;3,856
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183245-882;3,12
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183345-889;3,264
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183345-889;4,006
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183345-889;4,739
2489 A anc. Rep2;A;anc.;G0;Rep2;20210514-183345-889;2,935
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183537-984;4,83
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183537-984;5,559
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183537-984;6,199
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183537-984;6,819
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183642-850;5,741
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183642-850;5,607
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183642-850;7,226
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183740-843;5,905
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183740-843;6,098
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183740-843;6,82
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183740-843;4,706
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183846-13;3,882
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183846-13;5,226
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183846-13;4,406
2489 A anc. Rep1;A;anc.;G0;Rep1;20210514-183846-13;3,442
